GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
GIS Join Match Code,NHGIS Integrated State Name,FIPS State Code,NHGIS Integrated State Code,NHGIS Integrated County Name,FIPS County Code,NHGIS Integrated County Code,1930: Persons: Total,1940: Persons: Total,1950: Persons: Total,1960: Persons: Total,1970: Persons: Total,1980: Persons: Total,1990: Persons: Total,2000: Persons: Total,2010: Persons: Total,2020: Persons: Total
"G1600630","Idaho","16","160","Lincoln County","063","0630",3242,4230,4256,3686,3057,3436,3308,4044,5208,5127
"G1600650","Idaho","16","160","Madison County","065","0650",8316,9186,9156,9417,13452,19480,23674,27467,37536,52913
"G1600670","Idaho","16","160","Minidoka County","067","0670",8403,9870,9785,14394,15731,19718,19361,20174,20069,21613
"G1600690","Idaho","16","160","Nez Perce County","069","0690",17591,18873,22658,27066,30376,33220,33754,37410,39265,42090
"G1600710","Idaho","16","160","Oneida County","071","0710",5870,5417,4387,3603,2864,3258,3492,4125,4286,4564
"G1600730","Idaho","16","160","Owyhee County","073","0730",4103,5652,6307,6375,6422,8272,8392,10644,11526,11913
"G1600750","Idaho","16","160","Payette County","075","0750",7318,9511,11921,12363,12401,15722,16434,20578,22623,25386
"G1600770","Idaho","16","160","Power County","077","0770",4457,3965,3988,4111,4864,6844,7086,7538,7817,7878
"G1600790","Idaho","16","160","Shoshone County","079","0790",19060,21230,22806,20876,19718,19226,13931,13771,12765,13169
"G1600810","Idaho","16","160","Teton County","081","0810",3573,3601,3204,2639,2351,2897,3439,5999,10170,11630
"G1600830","Idaho","16","160","Twin Falls County","083","0830",29828,36403,40979,41842,41807,52927,53580,64284,77230,90046
"G1600850","Idaho","16","160","Valley County","085","0850",3488,4035,4270,3663,3609,5604,6109,7651,9862,11746
"G1600870","Idaho","16","160","Washington County","087","0870",7962,8853,8576,8378,7633,8803,8550,9977,10198,10500
"G1600875","Idaho","16","160","Yellowstone National Park",,"0875",,0,0,,,,,,,
"G1700010","Illinois","17","170","Adams County","001","0010",62784,65229,64690,68467,70861,71622,66090,68277,67103,65737
"G1700030","Illinois","17","170","Alexander County","003","0030",22542,25496,20316,16061,12015,12264,10626,9590,8238,5240
"G1700050","Illinois","17","170","Bond County","005","0050",14406,14540,14157,14060,14012,16224,14991,17633,17768,16725
"G1700070","Illinois","17","170","Boone County","007","0070",15078,15202,17070,20326,25440,28630,30806,41786,54165,53448
"G1700090","Illinois","17","170","Brown County","009","0090",7892,8053,7132,6210,5586,5411,5836,6950,6937,6244
"G1700110","Illinois","17","170","Bureau County","011","0110",38845,37600,37711,37594,38541,39114,35688,35503,34978,33244
"G1700130","Illinois","17","170","Calhoun County","013","0130",8034,8207,6898,5933,5675,5867,5322,5084,5089,4437
"G1700150","Illinois","17","170","Carroll County","015","0150",18433,17987,18976,19507,19276,18779,16805,16674,15387,15702
"G1700170","Illinois","17","170","Cass County","017","0170",16537,16425,15097,14539,14219,15084,13437,13695,13642,13042
"G1700190","Illinois","17","170","Champaign County","019","0190",64273,70578,106100,132436,163281,168392,173025,179669,201081,205865
"G1700210","Illinois","17","170","Christian County","021","0210",37538,38564,38816,37207,35948,36446,34418,35372,34800,34032
"G1700230","Illinois","17","170","Clark County","023","0230",17872,18842,17362,16546,16216,16913,15921,17008,16335,15455
"G1700250","Illinois","17","170","Clay County","025","0250",16155,18947,17445,15815,14735,15283,14460,14560,13815,13288
"G1700270","Illinois","17","170","Clinton County","027","0270",21369,22912,22594,24029,28315,32617,33944,35535,37762,36899
"G1700290","Illinois","17","170","Coles County","029","0290",37315,38470,40328,42860,47815,52260,51644,53196,53873,46863
"G1700310","Illinois","17","170","Cook County","031","0310",3982123,4063342,4508792,5129725,5492369,5253655,5105067,5376741,5194675,5275541
"G1700330","Illinois","17","170","Crawford County","033","0330",21085,21294,21137,20751,19824,20818,19464,20452,19817,18679
"G1700350","Illinois","17","170","Cumberland County","035","0350",10419,11698,10496,9936,9772,11062,10670,11253,11048,10450
"G1700390","Illinois","17","170","De Witt County","039","0390",18598,18244,16894,17253,16975,18108,16516,16798,16561,15516
"G1700370","Illinois","17","170","DeKalb County","037","0370",32644,34388,40781,51714,71654,74624,77932,88969,105160,100420
"G1700410","Illinois","17","170","Douglas County","041","0410",17914,17590,16706,19243,18997,19774,19464,19922,19980,19740
"G1700430","Illinois","17","170","DuPage County","043","0430",91998,103480,154599,313459,491882,658835,781666,904161,916924,932877
"G1700450","Illinois","17","170","Edgar County","045","0450",24966,24430,23407,22550,21591,21725,19595,19704,18576,16866
"G1700470","Illinois","17","170","Edwards County","047","0470",8303,8974,9056,7940,7090,7961,7440,6971,6721,6245
"G1700490","Illinois","17","170","Effingham County","049","0490",19013,22034,21675,23107,24608,30944,31704,34264,34242,34668
"G1700510","Illinois","17","170","Fayette County","051","0510",23487,29159,24582,21946,20752,22167,20893,21802,22140,21488
"G1700530","Illinois","17","170","Ford County","053","0530",15489,15007,15901,16606,16382,15265,14275,14241,14081,13534
"G1700550","Illinois","17","170","Franklin County","055","0550",59442,53137,48685,39281,38329,43201,40319,39018,39561,37804
"G1700570","Illinois","17","170","Fulton County","057","0570",43983,44627,43716,41954,41890,43687,38080,38250,37069,33609
"G1700590","Illinois","17","170","Gallatin County","059","0590",10091,11414,9818,7638,7418,7590,6909,6445,5589,4946
"G1700610","Illinois","17","170","Greene County","061","0610",20417,20292,18852,17460,17014,16661,15317,14761,13886,11985
"G1700630","Illinois","17","170","Grundy County","063","0630",18678,18398,19217,22350,26535,30582,32337,37535,50063,52533
"G1700650","Illinois","17","170","Hamilton County","065","0650",12995,13454,12256,10010,8665,9172,8499,8621,8457,7993
"G1700670","Illinois","17","170","Hancock County","067","0670",26420,26297,25790,24574,23645,23877,21373,20121,19104,17620
"G1700690","Illinois","17","170","Hardin County","069","0690",6955,7759,7530,5879,4914,5383,5189,4800,4320,3649
"G1700710","Illinois","17","170","Henderson County","071","0710",8778,8949,8416,8237,8451,9114,8096,8213,7331,6387
"G1700730","Illinois","17","170","Henry County","073","0730",43851,43798,46492,49317,53217,57968,51159,51020,50486,49284
"G1700750","Illinois","17","170","Iroquois County","075","0750",32913,32496,32348,33562,33532,32976,30787,31334,29718,27077
"G1700770","Illinois","17","170","Jackson County","077","0770",35680,37920,38124,42151,55008,61522,61067,59612,60218,52974
"G1700790","Illinois","17","170","Jasper County","079","0790",12809,13431,12266,11346,10741,11318,10609,10117,9698,9287
"G1700810","Illinois","17","170","Jefferson County","081","0810",31034,34375,35892,32315,31446,36552,37020,40045,38827,37113
"G1700830","Illinois","17","170","Jersey County","083","0830",12556,13636,15264,17023,18492,20538,20539,21668,22985,21512
"G1700850","Illinois","17","170","Jo Daviess County","085","0850",20235,19989,21459,21821,21766,23520,21821,22289,22678,22035
"G1700870","Illinois","17","170","Johnson County","087","0870",10203,10727,8729,6928,7550,9624,11347,12878,12582,13308
"G1700890","Illinois","17","170","Kane County","089","0890",125327,130206,150388,208246,251005,278405,317471,404119,515269,516522
"G1700910","Illinois","17","170","Kankakee County","091","0910",50095,60877,73524,92063,97250,102926,96255,103833,113449,107502
"G1700930","Illinois","17","170","Kendall County","093","0930",10555,11105,12115,17540,26374,37202,39413,54544,114736,131869
"G1700950","Illinois","17","170","Knox County","095","0950",51336,52250,54366,61280,61280,61607,56393,55836,52919,49967
"G1700970","Illinois","17","170","Lake County","097","0970",104387,121094,179097,293656,382638,440372,516418,644356,703462,714342
"G1700990","Illinois","17","170","LaSalle County","099","0990",97695,97801,100610,110800,111409,112033,106913,111509,113924,109658
"G1701010","Illinois","17","170","Lawrence County","101","1010",21885,21075,20539,18540,17522,17807,15972,15452,16833,15280
"G1701030","Illinois","17","170","Lee County","103","1030",32329,34604,36451,38749,37947,36328,34392,36062,36031,34145
"G1701050","Illinois","17","170","Livingston County","105","1050",39092,38838,37809,40341,40690,41381,39301,39678,38950,35815
"G1701070","Illinois","17","170","Logan County","107","1070",28863,29438,30671,33656,33538,31802,30798,31183,30305,27987
"G1701150","Illinois","17","170","Macon County","115","1150",81731,84693,98853,118257,125010,131375,117206,114706,110768,103998
"G1701170","Illinois","17","170","Macoupin County","117","1170",48703,46304,44210,43524,44557,49384,47679,49019,47765,44967
"G1701190","Illinois","17","170","Madison County","119","1190",143830,149349,182307,224689,250934,247691,249238,258941,269282,265859
"G1701210","Illinois","17","170","Marion County","121","1210",35635,47989,41700,39349,38986,43523,41561,41691,39437,37729
"G1701230","Illinois","17","170","Marshall County","123","1230",13023,13179,13025,13334,13302,14479,12846,13180,12640,11742
"G1701250","Illinois","17","170","Mason County","125","1250",15115,15358,15326,15193,16161,19492,16269,16038,14666,13086
"G1701270","Illinois","17","170","Massac County","127","1270",14081,14937,13594,14341,13889,14990,14752,15161,15429,14169
"G1701090","Illinois","17","170","McDonough County","109","1090",27329,26944,28199,28928,36653,37467,35244,32913,32612,27238
"G1701110","Illinois","17","170","McHenry County","111","1110",35079,37311,50656,84210,111555,147897,183241,260077,308760,310229
"G1701130","Illinois","17","170","McLean County","113","1130",73117,73930,76577,83877,104389,119149,129180,150433,169572,170954
"G1701290","Illinois","17","170","Menard County","129","1290",10575,10663,9639,9248,9685,11700,11164,12486,12705,12297
"G1701310","Illinois","17","170","Mercer County","131","1310",16641,17701,17374,17149,17294,19286,17290,16957,16434,15699
"G1701330","Illinois","17","170","Monroe County","133","1330",12369,12754,13282,15507,18831,20117,22422,27619,32957,34962
"G1701350","Illinois","17","170","Montgomery County","135","1350",35278,34499,32460,31244,30260,31686,30728,30652,30104,28288
"G1701370","Illinois","17","170","Morgan County","137","1370",34240,36378,35568,36571,36174,37502,36397,36616,35547,32915
"G1701390","Illinois","17","170","Moultrie County","139","1390",13247,13477,13171,13635,13263,14546,13930,14287,14846,14526
"G1701410","Illinois","17","170","Ogle County","141","1410",28118,29869,33429,38106,42867,46338,45957,51032,53497,51788
"G1701430","Illinois","17","170","Peoria County","143","1430",141344,153374,174347,189044,195318,200466,182827,183433,186494,181830
"G1701450","Illinois","17","170","Perry County","145","1450",22767,23438,21684,19184,19757,21714,21412,23094,22350,20945
"G1701470","Illinois","17","170","Piatt County","147","1470",15588,14659,13970,14960,15509,16581,15548,16365,16729,16673
"G1701490","Illinois","17","170","Pike County","149","1490",24357,25340,22155,20552,19185,18896,17577,17384,16430,14739
"G1701510","Illinois","17","170","Pope County","151","1510",7996,7999,5779,4061,3857,4404,4373,4413,4470,3763
"G1701530","Illinois","17","170","Pulaski County","153","1530",14834,15875,13639,10490,8741,8840,7523,7348,6161,5193
"G1701550","Illinois","17","170","Putnam County","155","1550",5235,5289,4746,4570,5007,6085,5730,6086,6006,5637
"G1701570","Illinois","17","170","Randolph County","157","1570",29313,33608,31673,29988,31379,35652,34583,33893,33476,30163
"G1701590","Illinois","17","170","Richland County","159","1590",14053,17137,16889,16299,16829,17587,16545,16149,16233,15813
"G1701610","Illinois","17","170","Rock Island County","161","1610",98191,113323,133558,150991,166734,165968,148723,149374,147546,144672
"G1701650","Illinois","17","170","Saline County","165","1650",37100,38066,33420,26227,25721,28448,26551,26733,24913,23768
"G1701670","Illinois","17","170","Sangamon County","167","1670",111733,117912,131484,146539,161335,176089,178386,188951,197465,196343
"G1701690","Illinois","17","170","Schuyler County","169","1690",11676,11430,9613,8746,8135,8365,7498,7189,7544,6902
"G1701710","Illinois","17","170","Scott County","171","1710",8539,8176,7245,6377,6096,6142,5644,5537,5355,4949
"G1701730","Illinois","17","170","Shelby County","173","1730",25471,26290,24434,23404,22589,23923,22261,22893,22363,20990
"G1701630","Illinois","17","170","St. Clair County","163","1630",157775,166899,205995,262509,285176,267531,262852,256082,270056,257400
"G1701750","Illinois","17","170","Stark County","175","1750",9184,8881,8721,8152,7510,7389,6534,6332,5994,5400
"G1701770","Illinois","17","170","Stephenson County","177","1770",40064,40646,41595,46207,48861,49536,48052,48979,47711,44630
"G1701790","Illinois","17","170","Tazewell County","179","1790",46082,58362,76165,99789,118649,132078,123692,128485,135394,131343
"G1701810","Illinois","17","170","Union County","181","1810",19883,21528,20500,17645,16071,17765,17619,18293,17808,17244
"G1701830","Illinois","17","170","Vermilion County","183","1830",89339,86791,87079,96176,97047,95222,88257,83919,81625,74188
"G1701850","Illinois","17","170","Wabash County","185","1850",13197,13724,14651,14047,12841,13713,13111,12937,11947,11361
"G1701870","Illinois","17","170","Warren County","187","1870",21745,21286,21981,21587,21595,21943,19181,18735,17707,16835
"G1701890","Illinois","17","170","Washington County","189","1890",16286,15801,14460,13569,13780,15472,14965,15148,14716,13761
"G1701910","Illinois","17","170","Wayne County","191","1910",19130,22092,20933,19008,17004,18059,17241,17151,16760,16179
"G1701930","Illinois","17","170","White County","193","1930",18149,20027,20935,19373,17312,17864,16522,15371,14665,13877
"G1701950","Illinois","17","170","Whiteside County","195","1950",39019,43338,49336,59887,62877,65970,60186,60653,58498,55691
"G1701970","Illinois","17","170","Will County","197","1970",110732,114210,134336,191617,249498,324460,357313,502266,677560,696355
"G1701990","Illinois","17","170","Williamson County","199","1990",53880,51424,48621,46117,49021,56538,57733,61296,66357,67153
"G1702010","Illinois","17","170","Winnebago County","201","2010",117373,121178,152385,209765,246623,250884,252913,278418,295266,285350
"G1702030","Illinois","17","170","Woodford County","203","2030",18792,19124,21335,24579,28012,33320,32653,35469,38664,38467
"G1800010","Indiana","18","180","Adams County","001","0010",19957,21254,22393,24643,26871,29619,31095,33625,34387,35809
"G1800030","Indiana","18","180","Allen County","003","0030",146743,155084,183722,232196,280455,294335,300836,331849,355329,385410
"G1800050","Indiana","18","180","Bartholomew County","005","0050",24864,28276,36108,48198,57022,65088,63657,71435,76794,82208
"G1800070","Indiana","18","180","Benton County","007","0070",11886,11117,11462,11912,11262,10218,9441,9421,8854,8719
"G1800090","Indiana","18","180","Blackford County","009","0090",13617,13783,14026,14792,15888,15570,14067,14048,12766,12112
"G1800110","Indiana","18","180","Boone County","011","0110",22290,22081,23993,27543,30870,36446,38147,46107,56640,70812
"G1800130","Indiana","18","180","Brown County","013","0130",5168,6189,6209,7024,9057,12377,14080,14957,15242,15475
"G1800150","Indiana","18","180","Carroll County","015","0150",15049,15410,16010,16934,17734,19722,18809,20165,20155,20306
"G1800170","Indiana","18","180","Cass County","017","0170",34518,36908,38793,40931,40456,40936,38413,40930,38966,37870
"G1800190","Indiana","18","180","Clark County","019","0190",30764,31020,48330,62795,75876,88838,87777,96472,110232,121093
"G1800210","Indiana","18","180","Clay County","021","0210",26479,25365,23918,24207,23933,24862,24705,26556,26890,26466
"G1800230","Indiana","18","180","Clinton County","023","0230",27329,28411,29734,30765,30547,31545,30974,33866,33224,33190
"G1800250","Indiana","18","180","Crawford County","025","0250",10160,10171,9289,8379,8033,9820,9914,10743,10713,10526
"G1800270","Indiana","18","180","Daviess County","027","0270",25832,26163,26762,26636,26602,27836,27533,29820,31648,33381
"G1800290","Indiana","18","180","Dearborn County","029","0290",21056,23053,25141,28674,29430,34291,38835,46109,50047,50679
